code_module,code_presentation,id_student,sum_click,date,studied_credits,num_of_prev_attempts,module_presentation_length,final_result
BBB,2013B,550898,297,43,60,0,240,Fail
DDD,2013B,163067,998,107,60,0,240,Pass
FFF,2014J,575983,279,9,120,0,269,Withdrawn
FFF,2014J,648531,3880,170,150,0,269,Distinction
EEE,2014J,89545,595,32,30,0,269,Pass
EEE,2013J,483706,8839,226,30,0,268,Pass
AAA,2014J,95755,381,43,60,0,269,Withdrawn
DDD,2014J,676903,357,54,60,0,262,Pass
DDD,2013J,522777,883,84,60,1,261,Pass
BBB,2013B,546202,351,27,60,0,240,Fail
GGG,2013J,60405,852,54,30,0,261,Distinction
BBB,2013J,595094,162,18,60,0,268,Fail
BBB,2013B,432004,58,8,120,0,240,Fail
CCC,2014B,119729,573,27,30,0,241,Withdrawn
FFF,2013B,529567,1937,63,120,0,240,Distinction
DDD,2013B,561088,693,58,60,0,240,Withdrawn
EEE,2013J,586750,2747,120,60,0,268,Pass
FFF,2014J,696253,5,2,120,0,269,Withdrawn
BBB,2014B,631530,547,104,60,0,234,Pass
BBB,2014J,497074,1439,79,60,0,262,Pass
DDD,2013J,414077,231,7,60,0,261,Withdrawn
BBB,2013B,532742,8,2,60,0,240,Withdrawn
FFF,2013B,558801,5924,177,60,0,240,Pass
CCC,2014J,653452,631,49,120,0,269,Pass
AAA,2013J,2562034,248,17,60,0,268,Pass
DDD,2013B,530234,1289,91,60,0,240,Pass
BBB,2013J,370307,302,20,150,0,268,Withdrawn
BBB,2013J,582878,306,30,60,0,268,Pass
FFF,2014B,325089,2570,93,120,1,241,Pass
FFF,2014B,264298,546,25,60,0,241,Withdrawn
DDD,2013J,572087,460,20,120,0,261,Withdrawn
FFF,2014B,621531,1617,69,120,0,241,Pass
FFF,2014J,585284,2312,91,120,0,269,Pass
BBB,2013J,574212,5235,202,60,0,268,Distinction
BBB,2013J,567013,44,3,60,0,268,Fail
BBB,2013B,422070,202,19,90,1,240,Fail
CCC,2014B,527964,946,46,30,0,241,Pass
BBB,2013B,432232,250,32,60,0,240,Pass
BBB,2013J,383303,337,19,60,1,268,Fail
EEE,2014B,426616,1637,95,60,0,241,Pass
DDD,2014B,593607,530,56,60,0,241,Pass
FFF,2013B,252041,3214,112,150,0,240,Fail
BBB,2014J,685592,1342,79,60,0,262,Distinction
CCC,2014J,617130,495,25,120,1,269,Pass
DDD,2013B,389362,2042,97,60,0,240,Withdrawn
GGG,2014B,2264282,75,9,30,0,241,Withdrawn
DDD,2014B,1777223,917,70,60,0,241,Withdrawn
FFF,2013J,603651,5168,195,60,0,268,Distinction
BBB,2013J,157795,1519,113,60,1,268,Pass
BBB,2013J,607398,1602,101,60,0,268,Fail
GGG,2014J,647442,112,4,30,0,269,Withdrawn
DDD,2013B,2513245,1088,96,120,0,240,Pass
BBB,2013B,482467,221,26,60,0,240,Pass
EEE,2014J,588058,354,24,180,0,269,Withdrawn
GGG,2014J,685338,759,77,30,0,269,Distinction
DDD,2014B,410816,473,28,330,0,241,Withdrawn
DDD,2013B,414803,448,29,120,1,240,Fail
EEE,2014J,634776,2068,88,90,0,269,Pass
BBB,2014J,685861,3,1,60,0,262,Withdrawn
BBB,2014B,466248,26,2,60,1,234,Withdrawn
DDD,2014B,472257,692,87,150,1,241,Pass
FFF,2014J,441421,898,46,60,1,269,Fail
EEE,2013J,577686,1368,76,60,0,268,Pass
EEE,2013J,610575,3423,122,60,0,268,Pass
GGG,2013J,583625,162,4,30,0,261,Pass
FFF,2013J,560329,2641,130,60,0,268,Pass
CCC,2014B,625552,1009,96,60,0,241,Pass
FFF,2014J,638411,9669,180,60,0,269,Pass
EEE,2014J,2681277,166,6,205,1,269,Withdrawn
DDD,2014B,582479,1179,99,60,0,241,Pass
EEE,2013J,608243,829,37,60,0,268,Distinction
BBB,2014B,319606,191,15,60,3,234,Fail
FFF,2013J,575265,1449,59,60,0,268,Pass
CCC,2014B,1763378,647,24,40,0,241,Fail
EEE,2013J,604378,1157,59,30,0,268,Pass
FFF,2014J,1755594,4003,193,190,0,269,Distinction
FFF,2014J,624864,4117,113,120,0,269,Distinction
BBB,2014J,696804,362,30,60,0,262,Pass
EEE,2014J,387944,1584,84,60,0,269,Fail
DDD,2014J,645551,1030,104,60,0,262,Pass
DDD,2013J,545124,21,2,60,0,261,Fail
DDD,2013B,557850,716,51,60,0,240,Fail
GGG,2014B,634076,1202,59,30,0,241,Distinction
CCC,2014B,126337,729,23,75,0,241,Withdrawn
GGG,2014J,198167,2029,96,30,0,269,Pass
EEE,2014J,1040037,282,10,30,0,269,Withdrawn
DDD,2014B,630556,140,5,60,0,241,Withdrawn
DDD,2014J,428787,1704,82,60,1,262,Withdrawn
CCC,2014B,627435,472,14,30,0,241,Withdrawn
CCC,2014B,177967,765,70,30,0,241,Pass
GGG,2013J,473271,753,50,45,0,261,Pass
FFF,2013B,548459,7322,235,60,0,240,Pass
BBB,2014J,1564706,1741,100,60,0,262,Pass
FFF,2014J,235747,189,5,60,0,269,Withdrawn
DDD,2013J,595659,750,66,90,0,261,Pass
DDD,2013B,536536,663,54,60,0,240,Pass
EEE,2014J,570491,2474,114,90,0,269,Pass
DDD,2013B,500136,2593,118,120,0,240,Pass
FFF,2014B,625182,280,9,60,0,241,Withdrawn
BBB,2014J,572032,1418,81,60,0,262,Pass
EEE,2014J,693147,21,4,120,0,269,Withdrawn
FFF,2013B,1440072,4366,125,150,0,240,Pass
FFF,2014J,642496,647,31,180,0,269,Withdrawn
BBB,2014B,561061,209,23,120,0,234,Pass
FFF,2013J,547154,3602,188,120,0,268,Pass
BBB,2013J,536663,89,8,60,0,268,Withdrawn
FFF,2014B,589449,5997,176,60,0,241,Distinction
FFF,2013J,602099,1402,86,120,0,268,Pass
CCC,2014B,618665,414,19,90,0,241,Fail
FFF,2014B,625566,5385,192,60,0,241,Distinction
FFF,2013J,508274,9775,178,120,1,268,Distinction
DDD,2014J,1782581,239,33,60,1,262,Fail
FFF,2014J,691465,3140,126,120,0,269,Fail
BBB,2013J,573411,547,90,60,0,268,Pass
DDD,2014B,612822,356,36,90,0,241,Withdrawn
BBB,2014B,622838,423,42,60,0,234,Fail
CCC,2014B,576191,117,8,120,0,241,Fail
FFF,2014J,641461,1756,99,60,0,269,Pass
AAA,2013J,332789,1655,72,60,0,268,Pass
FFF,2013J,517731,5277,140,150,0,268,Pass
FFF,2013B,548180,519,22,60,0,240,Fail
CCC,2014J,185127,394,28,60,0,269,Pass
DDD,2013J,428321,136,6,60,1,261,Fail
DDD,2013J,390556,277,39,60,0,261,Withdrawn
CCC,2014B,548602,338,50,60,0,241,Pass
CCC,2014J,612439,200,12,60,0,269,Fail
DDD,2013J,576492,286,22,60,0,261,Fail
EEE,2014B,611407,2156,75,30,0,241,Pass
GGG,2014J,372141,607,61,30,0,269,Pass
BBB,2014B,634491,623,46,60,0,234,Pass
BBB,2014B,392733,116,14,120,0,234,Fail
FFF,2013B,165617,4104,108,120,1,240,Fail
GGG,2014B,602061,354,32,60,1,241,Fail
BBB,2014J,693091,1435,57,120,0,262,Pass
BBB,2013B,309709,420,60,195,3,240,Pass
EEE,2014B,144745,1782,97,30,0,241,Pass
BBB,2013B,542613,1350,70,60,0,240,Pass
FFF,2013J,594643,401,22,120,0,268,Fail
BBB,2014B,630718,1752,113,60,0,234,Pass
GGG,2013J,523419,3,1,30,0,261,Fail
GGG,2014J,657351,126,7,30,0,269,Withdrawn
FFF,2014J,694536,18,3,120,0,269,Withdrawn
FFF,2014B,634784,528,36,60,0,241,Fail
FFF,2014J,682982,306,15,120,0,269,Withdrawn
BBB,2013B,553490,129,9,60,0,240,Fail
DDD,2013B,357576,475,23,80,0,240,Fail
FFF,2013J,2337889,4175,94,60,1,268,Pass
BBB,2014J,2622652,1086,37,60,0,262,Pass
BBB,2013J,596677,43,8,60,0,268,Fail
BBB,2014J,653052,582,68,90,0,262,Fail
EEE,2013J,610188,1321,87,120,0,268,Pass
EEE,2014B,543924,213,6,60,0,241,Fail
DDD,2014B,627891,307,31,60,0,241,Pass
FFF,2013J,537328,2624,139,120,0,268,Pass
FFF,2014J,641433,696,42,60,0,269,Fail
FFF,2014B,608864,246,16,120,1,241,Fail
BBB,2013J,179254,45,5,60,1,268,Fail
EEE,2013J,578056,751,44,60,0,268,Fail
DDD,2013J,603325,817,69,60,0,261,Distinction
GGG,2014B,624650,273,14,30,0,241,Withdrawn
BBB,2013J,603661,822,67,60,0,268,Pass
BBB,2013B,535152,622,46,60,0,240,Withdrawn
DDD,2014B,585830,2306,155,60,0,241,Distinction
BBB,2014J,686596,434,32,60,0,262,Fail
FFF,2014J,636832,8497,214,120,0,269,Pass
EEE,2014J,645126,2095,134,60,0,269,Distinction
EEE,2014J,648469,3165,163,30,0,269,Distinction
EEE,2014J,625797,511,15,90,0,269,Fail
BBB,2013B,499483,756,60,60,0,240,Pass
GGG,2013J,602573,721,25,30,0,261,Distinction
FFF,2014J,636653,58,5,120,0,269,Fail
EEE,2013J,482726,4070,110,50,0,268,Pass
CCC,2014J,607085,448,31,60,0,269,Pass
CCC,2014B,126394,1898,92,120,0,241,Pass
GGG,2014B,633514,272,21,30,0,241,Pass
FFF,2014B,485780,3217,105,90,0,241,Pass
GGG,2013J,596694,533,48,30,0,261,Pass
BBB,2014B,631444,22,3,60,0,234,Withdrawn
FFF,2013J,2357629,3007,63,60,0,268,Distinction
FFF,2013B,554476,4029,119,60,0,240,Pass
CCC,2014J,1449245,399,17,30,0,269,Fail
DDD,2013J,604546,37,1,60,0,261,Withdrawn
BBB,2013B,497088,316,10,60,0,240,Pass
BBB,2013B,558099,994,39,60,0,240,Distinction
EEE,2013J,603639,2082,127,60,0,268,Distinction
DDD,2013J,407374,1605,101,60,0,261,Distinction
FFF,2013B,425997,5422,84,120,0,240,Fail
DDD,2014J,614471,162,36,120,1,262,Withdrawn
FFF,2013B,193193,1025,53,150,0,240,Fail
FFF,2013B,531905,4895,116,180,0,240,Pass
BBB,2013B,553320,253,10,60,0,240,Fail
EEE,2013J,2056643,3681,142,60,0,268,Pass
BBB,2014B,627380,1649,80,60,0,234,Pass
AAA,2013J,2358056,1588,123,60,0,268,Fail
CCC,2014J,650074,6,3,120,0,269,Withdrawn
CCC,2014B,471580,441,27,90,0,241,Withdrawn
GGG,2013J,603918,1239,95,30,0,261,Pass
DDD,2014B,586876,873,98,120,0,241,Pass
BBB,2013B,387702,185,13,60,0,240,Fail
FFF,2013B,2383921,4677,146,60,0,240,Pass
BBB,2014J,366479,498,45,60,0,262,Pass
FFF,2013J,533523,5521,184,90,0,268,Pass
DDD,2013B,470119,30,2,60,0,240,Withdrawn
CCC,2014B,507671,540,42,60,0,241,Withdrawn
BBB,2014B,633378,302,20,60,0,234,Withdrawn
BBB,2014J,470464,1209,65,60,0,262,Pass
AAA,2014J,151587,166,27,120,0,269,Withdrawn
CCC,2014B,2433221,4487,136,120,0,241,Pass
BBB,2014J,692479,402,22,60,0,262,Withdrawn
BBB,2014B,437565,1239,101,60,0,234,Pass
DDD,2013J,511636,279,26,120,0,261,Withdrawn
CCC,2014B,483267,218,16,60,0,241,Withdrawn
DDD,2013B,560240,1391,127,60,0,240,Pass
EEE,2014B,97486,6,1,60,0,241,Withdrawn
BBB,2014B,25997,13,1,60,2,234,Withdrawn
EEE,2013J,406549,1438,69,60,0,268,Pass
BBB,2014B,625167,341,28,60,0,234,Pass
BBB,2013B,31663,5906,222,60,0,240,Pass
BBB,2013B,1678401,1040,44,180,1,240,Pass
BBB,2013J,31014,531,47,120,0,268,Withdrawn
FFF,2014B,626777,74,5,90,0,241,Withdrawn
CCC,2014J,582651,315,21,60,0,269,Withdrawn
DDD,2013B,323146,287,33,240,3,240,Fail
CCC,2014J,642817,651,34,120,0,269,Pass
DDD,2013B,2332060,1545,110,60,0,240,Pass
BBB,2014J,675922,106,6,60,0,262,Withdrawn
EEE,2014J,391572,1,1,60,0,269,Withdrawn
CCC,2014B,446628,85,13,90,0,241,Withdrawn
CCC,2014B,357214,6,1,60,0,241,Withdrawn
BBB,2014J,632473,450,16,120,0,262,Fail
DDD,2014B,623015,46,6,90,0,241,Fail
CCC,2014J,679431,3087,173,150,0,269,Distinction
GGG,2013J,588008,255,24,30,0,261,Pass
FFF,2014J,1450604,4611,113,90,1,269,Pass
EEE,2014J,605836,2358,104,60,0,269,Distinction
BBB,2013B,434353,758,81,60,1,240,Pass
DDD,2014B,579178,185,22,120,0,241,Withdrawn
FFF,2014J,2096251,3832,124,60,0,269,Pass
DDD,2014B,632463,1369,109,60,0,241,Fail
FFF,2013J,1859038,3450,140,270,0,268,Pass
DDD,2013J,572431,1426,98,60,0,261,Pass
CCC,2014J,649129,1237,76,60,0,269,Distinction
FFF,2013B,550095,198,13,60,0,240,Fail
DDD,2013B,541228,807,89,120,0,240,Fail
FFF,2014J,648086,2430,107,90,0,269,Pass
CCC,2014J,609044,43,3,60,1,269,Withdrawn
EEE,2014J,687772,2452,163,60,0,269,Distinction
DDD,2014B,134721,90,9,60,2,241,Withdrawn
DDD,2014J,685615,1354,121,90,0,262,Pass
EEE,2014B,616407,1739,82,60,0,241,Withdrawn
BBB,2014J,689778,92,6,120,0,262,Withdrawn
DDD,2014J,689231,1196,96,60,0,262,Pass
EEE,2014B,623609,273,11,60,0,241,Fail
DDD,2014B,597839,553,69,120,0,241,Withdrawn
EEE,2013J,63112,3018,99,60,0,268,Pass
BBB,2013B,527020,233,31,120,0,240,Pass
CCC,2014J,633634,333,38,30,0,269,Fail
EEE,2013J,547424,2310,114,60,0,268,Pass
BBB,2013J,475215,397,23,120,0,268,Withdrawn
DDD,2013J,570237,2011,112,60,0,261,Pass
BBB,2013J,603012,627,61,60,0,268,Pass
DDD,2013B,2547321,939,69,60,0,240,Pass
EEE,2014B,627711,1361,77,60,0,241,Pass
FFF,2014B,596953,1019,45,150,1,241,Withdrawn
AAA,2014J,514526,45,3,120,0,269,Withdrawn
FFF,2014J,643069,2492,69,90,0,269,Pass
GGG,2013J,253208,588,35,30,0,261,Distinction
FFF,2013J,498898,6315,95,120,0,268,Withdrawn
EEE,2013J,584386,2232,130,30,0,268,Pass
BBB,2014B,592193,384,54,120,0,234,Distinction
DDD,2013B,505579,1182,90,60,0,240,Pass
BBB,2013B,546947,1094,41,60,0,240,Withdrawn
DDD,2014B,590541,2950,187,120,1,241,Distinction
FFF,2014J,683624,8730,264,120,0,269,Distinction
FFF,2014J,354713,17,1,60,0,269,Fail
BBB,2013J,308359,75,6,60,1,268,Withdrawn
DDD,2013J,477128,2746,179,60,0,261,Pass
DDD,2013J,523275,769,43,120,1,261,Withdrawn
GGG,2014J,2533195,755,60,30,0,269,Pass
CCC,2014J,447695,679,27,30,0,269,Withdrawn
CCC,2014J,609891,3229,85,60,0,269,Fail
CCC,2014J,2439239,393,15,30,0,269,Withdrawn
EEE,2014J,655558,285,13,120,0,269,Withdrawn
EEE,2014J,690470,43,4,60,0,269,Withdrawn
CCC,2014J,684944,1,1,90,0,269,Withdrawn
DDD,2013J,606319,612,52,90,0,261,Pass
GGG,2014B,573834,154,16,30,0,241,Fail
FFF,2013J,606817,113,5,60,0,268,Fail
DDD,2014J,653550,1420,115,60,0,262,Distinction
BBB,2013B,557622,1668,161,60,0,240,Distinction
DDD,2013B,413934,1478,62,60,0,240,Fail
CCC,2014J,500339,20,2,120,0,269,Withdrawn
EEE,2014J,628054,497,20,150,1,269,Pass
EEE,2014J,651648,1910,105,60,0,269,Pass
GGG,2014J,647054,251,18,30,0,269,Pass
FFF,2013J,589303,3769,88,60,0,268,Pass
CCC,2014J,1916140,815,25,60,0,269,Withdrawn
DDD,2013B,556389,836,82,60,0,240,Pass
FFF,2014J,581253,6269,186,120,1,269,Pass
CCC,2014J,620243,253,20,90,1,269,Fail
CCC,2014J,542180,245,12,300,0,269,Withdrawn
CCC,2014J,685557,125,8,60,0,269,Fail
FFF,2013J,603576,1990,80,60,0,268,Pass
DDD,2013J,356274,91,13,90,0,261,Fail
FFF,2014J,642909,1482,49,120,0,269,Pass
BBB,2013B,541523,888,72,60,0,240,Pass
GGG,2014B,566818,97,5,30,0,241,Fail
DDD,2013B,1622020,2718,97,120,0,240,Withdrawn
FFF,2013J,608827,2278,85,120,0,268,Pass
CCC,2014B,2646795,81,7,120,0,241,Withdrawn
DDD,2014J,695739,771,98,150,0,262,Pass
DDD,2013J,319479,99,9,60,0,261,Withdrawn
GGG,2013J,543557,7,1,30,0,261,Withdrawn
GGG,2014J,682413,935,40,30,0,269,Pass
AAA,2014J,488990,710,51,60,0,269,Pass
DDD,2013J,589557,758,61,120,0,261,Pass
FFF,2013J,592437,1333,32,120,0,268,Withdrawn
BBB,2014B,541769,1109,51,60,0,234,Pass
DDD,2013B,495734,2272,135,60,0,240,Pass
DDD,2013J,482083,5612,239,60,0,261,Pass
DDD,2014B,551340,61,4,120,0,241,Withdrawn
FFF,2013J,520249,624,23,60,0,268,Withdrawn
BBB,2014J,679232,1428,46,60,0,262,Pass
FFF,2014B,634539,567,32,60,0,241,Fail
BBB,2014J,618734,1180,57,120,0,262,Withdrawn
FFF,2013J,607650,2256,76,90,0,268,Pass
BBB,2014J,683838,1044,53,60,0,262,Fail
FFF,2014J,654819,14417,254,90,0,269,Distinction
AAA,2014J,371710,2960,125,60,0,269,Pass
AAA,2014J,351336,944,116,60,0,269,Pass
GGG,2014B,618088,1065,62,30,0,241,Distinction
BBB,2013B,559180,628,84,60,0,240,Pass
CCC,2014J,584414,11,2,30,0,269,Withdrawn
EEE,2014J,649840,7,2,90,0,269,Withdrawn
FFF,2013B,548415,2801,53,60,0,240,Withdrawn
FFF,2014J,199009,2521,106,90,0,269,Pass
FFF,2013J,607586,866,23,60,0,268,Fail
BBB,2014B,604962,3604,153,120,1,234,Pass
CCC,2014J,648606,250,8,120,0,269,Withdrawn
BBB,2014J,602696,1338,54,60,0,262,Distinction
BBB,2014J,647126,12,1,60,0,262,Withdrawn
EEE,2014J,686913,580,38,60,0,269,Pass
BBB,2013B,532928,224,3,60,0,240,Withdrawn
CCC,2014B,600073,2060,162,60,0,241,Pass
DDD,2013B,556360,1047,41,60,0,240,Withdrawn
FFF,2013J,589295,1961,82,90,0,268,Pass
DDD,2014J,578395,1220,88,60,0,262,Pass
BBB,2014J,2009239,1412,73,120,2,262,Pass
BBB,2014B,613512,5,1,60,0,234,Withdrawn
BBB,2014J,622573,2545,156,120,0,262,Pass
CCC,2014J,553741,59,15,120,1,269,Pass
FFF,2014J,675486,811,39,180,0,269,Withdrawn
DDD,2014J,602029,4109,119,60,0,262,Pass
BBB,2014J,561618,1678,95,60,0,262,Pass
BBB,2013B,529452,947,107,75,0,240,Fail
BBB,2014J,693098,463,41,60,0,262,Pass
DDD,2014J,465564,1558,122,60,0,262,Pass
EEE,2014B,604789,1132,57,60,0,241,Pass
EEE,2013J,2634238,361,21,60,0,268,Fail
EEE,2014J,654547,1782,80,60,0,269,Pass
DDD,2014J,2590864,637,74,60,0,262,Pass
GGG,2014J,698548,598,55,30,0,269,Distinction
CCC,2014B,2498388,1100,73,30,0,241,Pass
CCC,2014J,592657,751,14,120,0,269,Withdrawn
FFF,2013J,394239,2172,61,60,0,268,Pass
BBB,2013B,556301,696,70,120,0,240,Pass
CCC,2014J,307297,133,6,45,0,269,Withdrawn
FFF,2014J,691699,2350,104,120,0,269,Pass
EEE,2014J,621380,486,51,90,0,269,Pass
BBB,2014J,532779,1274,35,60,0,262,Pass
DDD,2014B,623008,518,57,60,0,241,Pass
BBB,2013J,492153,1391,107,120,0,268,Pass
BBB,2014B,630393,665,61,60,0,234,Distinction
FFF,2014B,634260,5853,123,60,0,241,Pass
CCC,2014B,630635,988,63,60,0,241,Fail
FFF,2014J,679448,7231,141,90,0,269,Pass
FFF,2013J,585574,1949,146,120,0,268,Pass
FFF,2014J,2351969,1859,42,150,0,269,Pass
DDD,2014J,655322,1294,90,90,0,262,Withdrawn
AAA,2014J,626240,588,76,120,0,269,Pass
GGG,2014B,634551,520,27,30,0,241,Pass
FFF,2013J,421070,664,49,120,0,268,Withdrawn
CCC,2014B,622753,186,30,60,0,241,Fail
CCC,2014J,618849,2101,87,30,0,269,Withdrawn
BBB,2013J,605930,172,14,60,0,268,Pass
BBB,2014J,254612,277,22,90,3,262,Fail
FFF,2014J,674671,4170,98,60,0,269,Pass
BBB,2014B,624997,173,31,60,0,234,Pass
BBB,2013J,550880,495,60,60,1,268,Distinction
EEE,2014J,649861,567,34,30,0,269,Withdrawn
CCC,2014J,648448,206,14,90,0,269,Withdrawn
FFF,2014B,544593,2120,101,120,0,241,Fail
DDD,2014B,584089,24,3,120,0,241,Withdrawn
FFF,2014B,516894,24,2,90,1,241,Fail
FFF,2013B,539468,72,5,60,0,240,Fail
BBB,2014J,627563,2075,108,120,0,262,Pass
FFF,2014J,492557,121,21,120,2,269,Withdrawn
BBB,2014J,610494,85,14,60,1,262,Withdrawn
BBB,2014J,698010,651,44,60,0,262,Fail
BBB,2014B,623295,123,17,60,0,234,Fail
BBB,2013B,537898,707,33,60,0,240,Pass
FFF,2013J,594250,5960,146,90,0,268,Pass
BBB,2014B,247292,2338,148,60,0,234,Pass
FFF,2014J,157225,911,23,150,0,269,Withdrawn
FFF,2013B,2254252,4992,168,90,0,240,Fail
DDD,2013J,594164,5217,219,120,0,261,Withdrawn
FFF,2013B,2532323,2409,133,150,1,240,Pass
DDD,2013J,138715,545,41,60,0,261,Withdrawn
DDD,2013J,491875,403,23,60,1,261,Fail
EEE,2014B,632133,566,35,60,0,241,Withdrawn
DDD,2013J,609044,210,21,120,0,261,Fail
CCC,2014J,687206,2236,86,30,0,269,Distinction
DDD,2013J,400942,404,40,300,1,261,Withdrawn
DDD,2013B,556082,2214,146,60,0,240,Pass
CCC,2014J,643758,1300,83,120,0,269,Fail
FFF,2014J,695369,472,36,120,0,269,Withdrawn
FFF,2013J,2503063,3306,99,90,0,268,Pass
BBB,2014J,675526,1526,99,120,0,262,Pass
FFF,2013J,581486,1693,70,90,0,268,Pass
GGG,2014B,617611,368,14,30,0,241,Fail
BBB,2013B,550354,778,90,60,0,240,Distinction
BBB,2013B,545223,4485,221,60,0,240,Withdrawn
BBB,2013B,466037,194,17,120,1,240,Fail
EEE,2013J,575208,3,1,60,0,268,Withdrawn
BBB,2013J,31849,1179,80,120,0,268,Pass
DDD,2013B,358522,1233,127,60,0,240,Pass
DDD,2014B,266922,684,53,120,2,241,Pass
GGG,2013J,544615,305,28,30,0,261,Pass
FFF,2013J,444697,2234,96,120,0,268,Pass
BBB,2013B,471219,688,24,120,1,240,Fail
DDD,2014J,651942,626,73,60,0,262,Pass
AAA,2013J,155550,1529,81,420,0,268,Pass
DDD,2013J,588707,2000,107,150,0,261,Distinction
BBB,2014J,2578532,954,60,120,0,262,Pass
AAA,2014J,258587,6609,205,60,0,269,Distinction
CCC,2014J,590519,220,11,60,0,269,Fail
CCC,2014J,646406,2083,120,60,0,269,Distinction
FFF,2013J,585149,570,15,60,0,268,Withdrawn
DDD,2014B,517864,738,81,120,1,241,Pass
GGG,2014J,695655,1179,57,30,0,269,Pass
CCC,2014J,574720,997,30,60,0,269,Pass
CCC,2014B,2142662,174,16,30,0,241,Withdrawn
DDD,2014J,651508,1304,135,120,0,262,Distinction
BBB,2013B,476855,68,4,180,1,240,Withdrawn
CCC,2014J,642261,5,2,30,0,269,Withdrawn
FFF,2014J,464522,381,12,120,1,269,Withdrawn
FFF,2014B,332237,495,16,60,0,241,Withdrawn
BBB,2014J,322574,25,3,60,0,262,Fail
BBB,2014J,338554,285,25,60,0,262,Pass
FFF,2014J,593722,2914,79,60,0,269,Fail
BBB,2014B,517679,578,51,120,0,234,Distinction
BBB,2013B,502604,328,44,90,0,240,Pass
DDD,2014B,634295,58,7,60,0,241,Withdrawn
FFF,2014J,348906,601,24,60,0,269,Withdrawn
DDD,2013J,412618,1448,118,80,0,261,Distinction
CCC,2014J,696324,530,21,120,0,269,Withdrawn
CCC,2014B,572382,300,34,120,0,241,Fail
BBB,2014J,605089,407,32,180,0,262,Pass
CCC,2014J,1681946,671,33,60,0,269,Withdrawn
GGG,2014B,617886,1070,84,30,0,241,Pass
BBB,2014B,514031,1157,61,180,1,234,Pass
BBB,2014J,637586,1207,94,60,0,262,Distinction
FFF,2014J,535671,2332,62,90,1,269,Pass
FFF,2014J,654597,3475,109,120,0,269,Pass
FFF,2013J,2454653,5602,141,150,0,268,Pass
EEE,2013J,610855,1802,96,150,0,268,Pass
DDD,2013B,41060,411,34,60,0,240,Fail
GGG,2013J,574504,37,5,30,0,261,Fail
DDD,2013J,586470,934,70,60,0,261,Fail
DDD,2014J,258538,732,67,60,0,262,Pass
BBB,2013B,2293443,2316,175,120,1,240,Distinction
FFF,2013J,573150,477,33,60,0,268,Fail
DDD,2014B,395164,151,14,150,2,241,Withdrawn
AAA,2013J,2460080,3424,177,60,0,268,Pass
FFF,2013J,2071595,1043,52,60,0,268,Fail
DDD,2013B,559826,228,10,60,0,240,Fail
FFF,2014B,634200,2640,85,60,0,241,Fail
DDD,2013J,581818,123,14,90,0,261,Withdrawn
CCC,2014J,595495,5885,155,60,0,269,Pass
FFF,2014J,681938,2942,78,120,0,269,Distinction
FFF,2013B,247666,4912,128,60,1,240,Pass
BBB,2013B,154125,97,7,60,0,240,Fail
FFF,2014B,627022,2098,104,60,0,241,Pass
DDD,2014J,648766,1793,104,60,0,262,Withdrawn
AAA,2014J,2139353,1126,67,60,1,269,Pass
DDD,2013B,442545,1969,155,60,0,240,Pass
FFF,2013J,443954,612,21,60,0,268,Withdrawn
CCC,2014J,570732,1104,84,60,0,269,Distinction
CCC,2014J,586750,3469,163,30,0,269,Fail
DDD,2013B,530748,305,40,100,0,240,Withdrawn
DDD,2013J,606665,1610,112,90,0,261,Pass
FFF,2013J,609882,6446,160,60,0,268,Distinction
FFF,2014J,685410,4470,152,120,0,269,Pass
DDD,2013J,602729,1211,62,60,0,261,Fail
BBB,2013J,488176,16,1,60,0,268,Withdrawn
DDD,2014J,642230,282,19,90,0,262,Withdrawn
DDD,2013J,563819,502,61,90,0,261,Pass
DDD,2014J,148414,1328,138,60,1,262,Pass
BBB,2014B,355369,9,2,60,2,234,Fail
DDD,2013B,496542,1182,99,60,0,240,Withdrawn
FFF,2014J,501444,3555,147,60,0,269,Distinction
CCC,2014B,626438,35,2,60,0,241,Withdrawn
BBB,2014B,629976,263,28,60,0,234,Withdrawn
DDD,2013J,283535,300,40,60,0,261,Withdrawn
BBB,2013J,573831,446,30,60,0,268,Pass
GGG,2014B,620197,986,42,30,0,241,Pass
CCC,2014J,618683,4670,170,60,0,269,Distinction
FFF,2014B,550003,309,11,60,0,241,Fail
FFF,2014B,395758,442,28,120,0,241,Withdrawn
CCC,2014B,467894,103,3,60,0,241,Fail
BBB,2014B,630029,225,41,120,0,234,Pass
DDD,2014J,680293,42,4,60,0,262,Withdrawn
FFF,2014B,389759,1022,51,120,2,241,Fail
AAA,2014J,141377,613,34,210,1,269,Pass
GGG,2013J,576141,22,2,30,0,261,Fail
DDD,2014J,691069,677,71,90,0,262,Pass
CCC,2014J,589956,1044,92,60,0,269,Distinction
EEE,2014B,622368,1854,81,60,0,241,Pass
CCC,2014J,586046,612,39,30,0,269,Fail
DDD,2014J,51955,405,69,60,0,262,Fail
BBB,2014B,625444,407,45,60,0,234,Pass
DDD,2014J,651672,280,42,180,0,262,Fail
DDD,2014B,630818,2584,141,60,0,241,Distinction
FFF,2014J,553031,4217,108,60,0,269,Pass
BBB,2013J,2564744,92,9,60,0,268,Pass
DDD,2013J,512706,1150,130,60,0,261,Fail
GGG,2014J,2342238,118,7,30,0,269,Withdrawn
DDD,2014J,697045,546,79,120,0,262,Distinction
